Gene	log2FC
2010109I03Rik	0.551275080823122
2010111I01Rik	0.022121976329978
2010204K13Rik	0.200285835650176
2010300C02Rik	0.0354304148433213
2010320M18Rik	0.510784692100926
2210013O21Rik	0.0607833101966815
2210015D19Rik	0.0149648465944003
2210016F16Rik	0.145020404027981
2210016L21Rik	0.1250886271197
2210018M11Rik	0.166802125362338
2210404O07Rik	0.210913499710444
2210404O09Rik	0.0121058032628474
2210408F21Rik	0.493682463000819
2210408I21Rik	0.502683502034381
2300009A05Rik	0.209845285348852
2310003H01Rik	0.671717736628927
2310009A05Rik	0.128902539886426
2310009B15Rik	0.0641946675393705
2310010J17Rik	0.131516294474684
2310011J03Rik	0.0846505915164082
2310014L17Rik	0.324787613660351
2310015A10Rik	0.463816431432455
2310015D24Rik	1.34147375988925
2310022A10Rik	0.00332925664905215
2310022B05Rik	0.409056158368339
2310030G06Rik	0.300026321949472
2310033P09Rik	0.154537267758876
2310035C23Rik	0.0420178831928713
2310036O22Rik	0.130859073891899
2310039H08Rik	0.490677506068964
2310040G24Rik	0.0793243462674232
2310042D19Rik	0.0308658265368653
2310044G17Rik	0.0450563751775883
2310045N01Rik	0.00417139141195388
2310047M10Rik	0.0791641733102688
2310057M21Rik	0.103884509938899
2310061I04Rik	0.0208353466797231
2310061J03Rik	0.875673363304549
2310067B10Rik	0.123234590907858
2310069G16Rik	0.28680109657372
2410002F23Rik	0.303273558947442
2410004B18Rik	0.261429534554666
2410004N09Rik	0.190324375061928
2410004P03Rik	0.301486183109522
2410006H16Rik	0.298599414736461
2410015M20Rik	0.111467196996618
2410016O06Rik	0.194258919635446
2410018L13Rik	0.138365385827464
2410018M08Rik	0.338042868939733
2410089E03Rik	0.0606114715795618
2410127L17Rik	0.0109475528723098
2410131K14Rik	0.19583796051756
2410137M14Rik	0.900445927162207
2500004C02Rik	0.0789801707346762
2510002D24Rik	0.316187011248455
2510003E04Rik	0.0285703636194139
2510009E07Rik	0.177726189283044
2510039O18Rik	0.137110903555262
2610001J05Rik	0.00949435515427766
2610002J02Rik	0.164678123866855
2610002M06Rik	0.110930763272076
2610005L07Rik	0.327462148993168
2610008E11Rik	0.0222965052996589
2610015P09Rik	0.0748551085307665
2610017I09Rik	0.17131082799554
2610018G03Rik	0.0909914231451556
2610020C07Rik	0.290719727642705
2610020H08Rik	0.132053809047435
2610034B18Rik	0.282314617924036
2610034M16Rik	0.0288306845563844
2610035D17Rik	0.0466612483009317
2610044O15Rik8	0.201717589359378
2610100L16Rik	0.339541935478475
2610203C20Rik	0.221075085466759
2610301B20Rik	0.0568181687781628
2610305D13Rik	0.119558367393954
2610306M01Rik	0.261615171843519
2610316D01Rik	0.270952850050203
2610507B11Rik	0.0624587718093252
2610507I01Rik	0.192316947424225
2610524H06Rik	0.452263874747967
2700029M09Rik	0.0502136708778513
2700038G22Rik	0.0170139661264086
2700046A07Rik	0.055493392600525
2700046G09Rik	1.11048640982944
2700049A03Rik	0.0282371078343688
2700050L05Rik	0.254200494077155
2700054A10Rik	0.362426957271715
2700060E02Rik	0.0113618349031546
2700062C07Rik	0.103735085312693
2700081O15Rik	0.123893228541623
2700089E24Rik	0.00696084115240847
2700094K13Rik	0.213707246627848
2700097O09Rik	0.0420227963325219
2810001G20Rik	0.185318938719886
2810002D19Rik	0.20338566385393
2810004N23Rik	0.195335738078031
2810006K23Rik	0.346364765248798
2810008D09Rik	0.264775997290267
2810011L19Rik	0.417470737836261
2810013P06Rik	0.168982491934937
2810021J22Rik	0.013472832456296
2810025M15Rik	0.0794682377320708
2810029C07Rik	0.395867800866209
2810032G03Rik	0.346356060773516
2810049E08Rik	0.584279632833927
2810055G20Rik	0.29459184310827
2810403A07Rik	0.0756622941044931
2810403D21Rik	0.695052673451403
2810408M09Rik	0.0291938758686312
2810410L24Rik	0.491813000287446
2810428I15Rik	0.00795533644283175
2810429I04Rik	0.369702873496342
2810454H06Rik	0.948667182620621
2810459M11Rik	0.23020008841302
2810468N07Rik	0.149609772921147
2810474O19Rik	0.151664830305845
2900005J15Rik	0.431694808596582
2900008C10Rik	0.0129468225182996
2900009J06Rik	0.109022411337489
2900011O08Rik	0.0266243596933755
2900026A02Rik	0.0504327816431243
2900041M22Rik	0.00223637933094989
2900052N01Rik	0.078724714825821
2900055J20Rik	0.0224218942670578
2900056M20Rik	0.00659517094892337
2900076A07Rik	0.086054655541596
2900079G21Rik	0.181132753023584
2900092D14Rik	0.01104694621423
2900097C17Rik	0.0950646548357366
3000002C10Rik	0.604469847470338
3010001F23Rik	0.0109298630973388
3010026O09Rik	0.516943432820089
3110001I22Rik	0.664531128043694
3110002H16Rik	0.0361311285490924
3110009E18Rik	0.00736750912044681
3110021N24Rik	0.354051571895703
3110035E14Rik	0.266113466456764
3110039I08Rik	0.308451685206496
3110039M20Rik	0.29899832715933
3110040N11Rik	0.287304245698901
3110043O21Rik	0.00859564758724929
3110045C21Rik	0.0748010966603175
3110047P20Rik	0.113985448269109
3110052M02Rik	0.303189146638541
3110056K07Rik	0.342069670288674
3110057O12Rik	0.10929385787127
3110062M04Rik	0.378692106279795
3110070M22Rik	0.658928471244073
3110082I17Rik	0.0211492057919451
3110082J24Rik	0.083648304924981
3425401B19Rik	0.209523849888474
3632451O06Rik	0.0730152806261186
3632454L22Rik	0.137827109932557
3830406C13Rik	0.173790464295589
3830408C21Rik	0.270816405570237
3930402G23Rik	1.37677093366844
4430402I18Rik	0.391652172351303
4632415L05Rik	0.0172779119447624
4632427E13Rik	0.25699132239207
4632428C04Rik	0.109727238332874
4632428N05Rik	0.00611750611685746
4632434I11Rik	0.807023376116918
4732471J01Rik	0.109209526255073
4732491K20Rik	0.546966022399972
4831440E17Rik	0.183796093332679
4833403I15Rik	0.022439601113877
4833412C05Rik	0.224413357306295
4833418N02Rik	0.64662648911177
4833420G17Rik	0.163439136734973
4833422C13Rik	0.366457295371588
4833424O15Rik	0.224774159942087
4833439L19Rik	0.183905437581403
4921504A21Rik	0.187666029610531
4921507P07Rik	0.761677400731447
4921524J17Rik	0.217954464346917
4921531C22Rik	0.148777941726046
4921536K21Rik	0.439525520667889
4922501C03Rik	0.175612357016312
4922501L14Rik	0.540585632209046
4930402H24Rik	0.0304800809418362
4930412C18Rik	0.497114581256762
4930414L22Rik	0.345073361615997
4930422G04Rik	0.457735175853404
4930426D05Rik	0.156884432676193
4930426L09Rik	1.10829592715201
4930427A07Rik	0.227594970815558
4930429B21Rik	0.126709212885943
4930430F08Rik	0.0727673121102956
4930432K21Rik	0.58547546889755
4930447C04Rik	0.226530628341568
4930451C15Rik	0.113844209506562
4930451G09Rik	0.483258498996823
4930452B06Rik	0.374247124692523
4930453N24Rik	0.197707889482049
4930467D21Rik	0.516421318306761
4930471C04Rik	0.87915220660874
4930479D17Rik	0.167941123973481
4930481A15Rik	0.208648861024006
4930503L19Rik	0.151597723903612
4930506C21Rik	0.310801628492302
4930506M07Rik	0.226302602269363
4930507D05Rik	0.0266637523063604
4930513N10Rik	0.433451464021782
4930519F09Rik	0.096431279190425
4930520O04Rik	0.286984917185558
4930523C07Rik	0.118949952722838
4930525G20Rik	0.0360876227850139
4930528A17Rik	1.02606349478968
4930529M08Rik	0.160583503148622
4930538K18Rik	0.357119773668141
4930539E08Rik	0.594017547955175
4930539J05Rik	0.372745116141407
4930563E22Rik	0.14542781607528
4930570G19Rik	0.556760826101462
4930577N17Rik	0.550592234061544
4930578C19Rik	0.10027467439946
4930578M01Rik	0.159116895850676
4930579G24Rik	0.122271219555839
4930579K19Rik	0.45536873886943
4930581F22Rik	0.319534257467601
4930590J08Rik	0.142739557514476
4931406C07Rik	0.390191279068747
4931406P16Rik	0.0456939806346579
4931408D14Rik	0.310429740940631
4931414P19Rik	0.18708127592667
4931428F04Rik	0.0309223788557675
4931440F15Rik	0.25550988529722
4932411E22Rik	0.523025612162018
4932416H05Rik	0.617734752583382
4932418E24Rik	0.565691777318679
4932438A13Rik	0.0332812961098297
4932438H23Rik	0.467517949951358
4932441J04Rik	0.273834932798111
4933404O12Rik	0.113718761231758
4933406C10Rik	0.523296816087581
4933406I18Rik	0.336866072033512
4933407K13Rik	0.313612516719749
4933407L21Rik	0.51106121960714
4933408B17Rik	0.250224845865942
4933411K20Rik	0.052123224050205
4933412E12Rik	0.280528825801087
4933412O06Rik	0.423781186545524
4933413G19Rik	0.342452950123439
4933417D19Rik	0.172124471743242
4933421O10Rik	0.182775254771018
4933426M11Rik	0.239235792645874
4933427D14Rik	0.228805041529764
4933430I17Rik	0.113628905211124
4933431E20Rik	0.0237638747315989
4933432I09Rik	0.664507822256955
4933434E20Rik	0.0166759895609365
4933439C10Rik	0.0280493709921164
5031414D18Rik	0.368064366221995
5031425E22Rik	0.307568928802576
5031426D15Rik	0.395813017027805
5031434O11Rik	0.31250274805363
5031439G07Rik	0.123024334045362
5033404E19Rik	0.223066349189968
5033411D12Rik	0.0496349677939705
5330413P13Rik	0.550740463949596
5330417C22Rik	0.0532037385085937
5330426P16Rik	0.474185873093355
5330434G04Rik	0.0231148699455406
5430402O13Rik	0.374492374824234
5430405H02Rik	0.365007734023233
5430416N02Rik	0.21929948309516
5430416O09Rik	0.240873677852077
5430417L22Rik	0.117780520006106
5430435G22Rik	0.43774191336504
5530601H04Rik	0.0607046004450531
5730405O15Rik	0.0929028345837045
5730409E04Rik	0.203329537395376
5730455P16Rik	0.266695759631776
5730480H06Rik	0.223423307943483
5730508B09Rik	0.192328856483306
5730522E02Rik	0.703685114923404
5730559C18Rik	0.26671445657907
5830403L16Rik	0.47589850690035
5830415F09Rik	0.0879912920467127
5830416P10Rik	0.474923579746744
5830417I10Rik	0.477088859636468
5830418K08Rik	0.21626737775393
5830418P13Rik	0.707202028210275
5830444B04Rik	0.19275379447194
5830454E08Rik	0.388960326650125
5930403L14Rik	0.268299202995977
5930412G12Rik	0.783041916425197
5930430L01Rik	0.893822356741252
5930438M14Rik	0.437450148819579
6030419C18Rik	0.175853828283469
6030443J06Rik	0.0873378795873944
6030458C11Rik	0.0691011355311106
6230400D17Rik	0.0316865891173364
6330403A02Rik	0.0953208910440395
6330403K07Rik	0.064125961623712
6330408A02Rik	0.0662493656816157
6330409D20Rik	0.640114311992238
6330416G13Rik	0.201255834156313
6330418K02Rik	0.219568382873371
6330419J24Rik	0.184188387134153
6330549D23Rik	0.0461048311067476
6430411K18Rik	0.173249478767894
6430531B16Rik	1.23613958621821
6430548M08Rik	0.0405367226069888
6430550D23Rik	0.338109987966156
6430571L13Rik	0.49913113545155
6430573F11Rik	0.0990212054166584
6430584L05Rik	0.0241572400736252
6530402F18Rik	0.02045235524412
6530411M01Rik	0.526158301884299
6720401G13Rik	0.253133100825543
6720468P15Rik	0.227623278650017
6720483E21Rik	0.691450097494733
6720489N17Rik	0.0281127981125697
6820408C15Rik	0.375158867239345
6820431F20Rik	0.122994067389736
8030462N17Rik	0.274061483287726
8430408G22Rik	1.2185762111981
8430419L09Rik	0.107829251444922
8430427H17Rik	0.0962075067050208
8430429K09Rik	0.347226060251477
9030025P20Rik	0.108950064750139
9030612E09Rik	0.40265780948355
9030617O03Rik	0.238777187913435
9030624G23Rik	0.128430548225316
9030624J02Rik	0.0693372680942135
9130011E15Rik	0.153190034418603
9130019O22Rik	0.109524230937505
9130023H24Rik	0.265813760485377
9130024F11Rik	0.353186731467069
9130221H12Rik	0.00173033796140087
9130227L01Rik	0.502338760597125
9130401M01Rik	0.0637668685639081
9230110C19Rik	0.580401380229601
9230112J17Rik	0.130031685196224
9230114K14Rik	0.0875397462337174
9330020H09Rik	0.276677955852642
9330102E08Rik	0.0867661267609723
9330117O12Rik	0.30589590473519
9330133O14Rik	0.75737443616493
9330151L19Rik	0.349156969886811
9330158H04Rik	0.0110487679888835
9330159F19Rik	0.456881906692473
9330159M07Rik	0.694018913095154
9330162012Rik	0.482385404282534
9330179D12Rik	0.522737384722514
9330182L06Rik	0.123736546067923
9330188P03Rik	0.032206675831669
9430008C03Rik	0.0464932277108563
9430015G10Rik	0.13615766675032
9430016H08Rik	0.0386003271891533
9430020K01Rik	0.313308862737712
9430021M05Rik	0.477264539088432
9430023L20Rik	0.137928688111375
9430037G07Rik	0.136649456979107
9430038I01Rik	0.248247997871987
9430041J12Rik	0.0450329362808179
9430083A17Rik	0.902477713498872
9430091E24Rik	0.163518493499793
9530036O11Rik	0.691362207839168
9530051G07Rik	0.186065321820508
9530052E02Rik	0.650551994383728
9530068E07Rik	0.0487967366818616
9530077C05Rik	0.203159932727756
9530080O11Rik	0.31688829122489
9530082P21Rik	0.522833374200297
9530091C08Rik	0.108312427302378
9630001P10Rik	0.785240493538904
9630013A20Rik	0.0658300787428295
9630033F20Rik	0.0787000161287033
9830001H06Rik	0.0686606798171541
9830147E19Rik	0.150691287953392
9830166K06Rik	0.524721986930823
9930012K11Rik	0.407306367941364
9930013L23Rik	0.201737640695611
9930014A18Rik	0.359817099282866
9930021J03Rik	0.0541984725753046
9930104L06Rik	0.0588584734097255
9930111J21Rik1	0.121085175120019
A130010J15Rik	0.195247734339238
A230001M10Rik	0.285807408732746
A230009B12Rik	0.342511800406233
A230046K03Rik	0.0201528326006821
A230050P20Rik	0.160308733667304
A230056J06Rik	0.158643796825886
A230056P14Rik	0.766082831059059
A230057D06Rik	0.129753311026208
A230070E04Rik	0.153936461117625
A230072C01Rik	0.0593948444920072
A230072E10Rik	0.239239253534858
A230073K19Rik	0.131207190962993
A230077H06Rik	0.0730639020539603
A2m	0.318717546528595
A330009N23Rik	0.172087196078203
A330021E22Rik	0.13853746947103
A330023F24Rik	0.673770331968218
A330033J07Rik	0.794003327056292
A330035P11Rik	0.517170000548392
A330041J22Rik	0.282245587363798
A330048O09Rik	0.0680201710204204
A330049N07Rik	0.378355333462878
A330050F15Rik	0.12444981902052
A330069E16Rik	0.681878772985374
A330076H08Rik	0.233357127248765
A330102I10Rik	0.00582635103691631
A3galt2	1.05854086214336
A430005L14Rik	0.13370308528742
A430033K04Rik	0.0517716974259517
A430035B10Rik	0.443782689479553
A430105I19Rik	0.290241813472259
A430107P09Rik	0.0659499429979848
A4galt	0.20336054753032
A530054K11Rik	0.0767788456151699
A530058N18Rik	0.060044993779347
A530072M11Rik	0.331889129971381
A630001G21Rik	0.316694424674465
A630007B06Rik	0.195420756837586
A630019I02Rik	0.625220305593371
A630023P12Rik	0.730539763425359
A630033H20Rik	0.170385183984691
A630066F11Rik	0.894780728813106
A630072M18Rik	0.115762102044893
A630089N07Rik	0.596663147547752
A730017C20Rik	0.372225470123055
A730017L22Rik	0.105324590235258
A730020E08Rik	0.0217482429243789
A730020M07Rik	1.16361511411264
A730036I17Rik	0.856930202771226
A730056A06Rik	0.163864219964232
A730098P11Rik	0.0597424332860022
A830009L08Rik	0.28041386729851
A830010M20Rik	0.0438084499751623
A830018L16Rik	0.0654821804136079
A830019L24Rik	0.707688194676599
A830052D11Rik	0.768107834455725
A830080D01Rik	0.157858032821412
A830082K12Rik	0.418472949526228
A830082N09Rik	0.0699179575995199
A930004D18Rik	0.233753892425141
A930005H10Rik	0.13586448875166
A930006K02Rik	0.474371625510931
A930007I19Rik	0.183244636026667
A930011G23Rik	0.414816597151771
A930011O12Rik	0.364118616354448
A930012L18Rik	0.0791517086332962
A930013F10Rik	0.182886487434243
A930015D03Rik	0.249253676032949
A930016O22Rik	0.837049460889465
A930017M01Rik	0.230857085916927
A930024E05Rik	0.0691500334200115
AA387883	0.0367538723598956
AA388235	0.0798745239139196
AA413626	0.844835219185229
AA414768	0.156442551434537
AA415398	0.00206978774153432
AA465934	0.0777214304991531
AA474331	0.381769225400724
AA986860	0.00110896358985846
AA987161	0.00766410133662099
AF251705	0.0637040744639086
AF357359	0.06949003374329
AF357426	0.991093672410285
AF529169	0.0574826519740692
AI115009	0.432334887828448
AI118078	0.213762389642412
AI197445	0.0832197648746719
AI314180	0.0331622372733511
AI317395	0.145558815302362
AI413582	0.0950070298951742
AI414108	0.71622328530456
AI429214	0.0667088255369803
AI450353	0.471266694754425
AI462493	0.26086045811557
AI464131	0.242963117849325
AI467606	0.0917799106776688
AI504432	0.0274098999370169
AI506816	0.0591465247620635
AI593442	0.29631759185244
AI597468	0.164907128272932
AI597479	0.0195330823771922
AI661453	0.0532194418874885
AI836003	0.0691316561057507
AI837181	0.144294539566939
AI839979	0.137693707280885
AI846148	0.0856774183889346
AI847159	0.229455354490433
AI848285	0.312531611423651
AI854517	0.412132713115571
AI854703	0.0334200522036356
AI987944	0.0783304480844689
AK010878	0.287581383254762
AK129341	0.243972473084076
AU019823	0.176526829762741
AU021092	0.0125059362570865
AU022252	0.173721602709017
AU022754	0.0552220341344067
AU023762	0.109784988841563
AU040320	0.166027819137443
AU040972	0.125132611475842
AU041133	0.195004992504435
AV039307	0.0936735133629436
AW011738	0.249822971011634
AW046200	0.474691202142238
AW112010	0.0539437801474907
AW146154	0.124430479832364
AW209491	0.0684928677633589
AW495222	0.281181592126128
AW549542	1.15601342944599
AW549877	0.186852278016469
AW551984	0.184282667291346
AW554918	0.304633819436762
Aaas	0.355821545210597
Aacs	0.216923685512333
Aaed1	0.187815716650612
Aagab	0.0938166978989114
Aak1	0.0568698625561872
Aamdc	0.076459735001742
Aamp	0.00104370117693353
Aanat	0.554324237407369
Aar2	0.0714954377646588
Aard	0.19942755322657
Aars	0.110787633574577
Aars2	0.0549651206735531
Aarsd1	0.0820775114729857
Aasdh	0.0391730248722451
Aasdhppt	0.118603872367045
Aass	0.520674607361334
Aatf	0.0622854544068918
Aatk	0.0560169745143444
Abat	0.0261384308283308
Abca1	0.278765306247222
Abca17	0.126157107508906
Abca2	0.0842320284172526
Abca3	0.0929177798028951
Abca4	0.868613231073472
Abca5	0.0264655285232998
Abca6	0.0591320382407887
Abca7	0.22439657317579
Abca8a	0.119083402690401
Abca8b	0.36580455975573
Abca9	0.351885033937201
Abcb10	0.206467771553407
Abcb1a	0.0953822444680785
Abcb1b	0.53860726055947
Abcb4	0.501474584892024
Abcb6	0.180914094942501
Abcb7	0.215942143432855
Abcb8	0.256791579802049
Abcb9	0.105078802560056
Abcc1	0.0904884541492086
Abcc10	0.0920279705975497
Abcc3	0.066052193596881
Abcc4	0.21544070408858
Abcc5	0.365464015757319
Abcc6	0.463795152671284
Abcc8	0.318281657842722
Abcc9	0.306408002892596
Abcd1	0.184866868381917
Abcd2	0.130820326197143
Abcd3	0.0113688387196342
Abcd4	0.0439444406478526
Abce1	0.180753009803434
Abcf1	0.190751672611766
Abcf2	0.0579277563712255
Abcf3	0.00724287875740615
Abcg1	0.064354515712461
Abcg2	0.0308665929729903
Abcg4	0.125678693755233
Abhd1	0.405849508594298
Abhd10	0.00312907324518363
Abhd11	0.351541895669921
Abhd11os	0.5240247763943
Abhd12	0.0675697569838043
Abhd13	0.0719712478658048
Abhd14a	0.102446582557159
Abhd14b	0.442439076391743
Abhd15	0.492879818595026
Abhd16a	0.340035702625218
Abhd17a	0.0685113919808931
Abhd17b	0.00761816515362668
Abhd17c	0.0803246840365901
Abhd2	0.1871465394554
Abhd3	0.0632237345421158
Abhd4	0.0115549986860612
Abhd5	0.0178605770756226
Abhd6	0.328427737519888
Abhd8	0.0538387322509619
Abi1	0.00338485039639558
Abi2	0.0580532515755108
Abi3	0.167354807891528
Abi3bp	0.814098260453707
Abl1	0.0704512364687577
Abl2	0.13714179311735
Ablim1	0.171594599075934
Ablim2	0.150374945908222
Ablim3	0.270168976163357
Abr	0.0841287849677688
Abracl	0.480443153431707
Abt1	0.15575896277562
Abtb1	0.240015662250888
Abtb2	0.0452525582787224
Acaa1a	0.060849552049544
Acaa1b	0.00596790973239836
Acaa2	0.142271031489447
Acaca	0.116194735016826
Acacb	0.291208511992063
Acad10	0.179048127582091
Acad11	0.0496616312593687
Acad12	0.0117039568316326
Acad8	0.048756019078426
Acad9	0.000245927873070428
Acadl	0.0224955432770049
Acadm	0.00115977394065858
Acads	0.163930559187099
Acadsb	0.100454368496634
Acadvl	0.0707644168506212
Acan	0.399588488225014
Acap2	0.247161479505085
Acap3	0.0615969498198918
Acat1	0.000317588728529827
Acat2	0.361357368612031
Acat3	0.0958956659828769
Acbd3	0.159172857538062
Acbd4	0.261395656487827
Acbd5	0.064527911484082
Acbd6	0.0414378687325003
Accs	0.809066087491697
Accsl	0.499432570039507
Acd	0.0195714487776124
Ace	0.287573204543299
Ace2	0.0246322449534104
Acer2	0.902429745983904
Acer3	0.0381882834529597
Ache	0.268879888182348
Acin1	0.324832861867235
Ackr2	0.258442950782749
Ackr3	0.160606857301232
Acly	0.00571109915655033
Acn9	0.236099575178606
Aco1	0.182628548360891
Aco2	0.0524116184940624
Acot1	0.249750838998028
Acot10	0.135149409040015
Acot11	0.367860955510305
Acot13	0.0193684770972036
Acot2	0.126591533915163
Acot3	0.29962322031428
Acot4	0.0130971618900959
Acot5	0.656175078938164
Acot6	0.120753741457824
Acot7	0.11450681481266
Acot8	0.143935242560418
Acot9	0.132993675194974
Acox1	0.0202603706527089
Acox3	0.391315255241252
Acp1	0.166599515182059
Acp2	0.129170702324932
Acp6	0.123926957703421
Acpl2	0.342839310739223
Acr	1.34896573045957
Acrbp	0.654821666361716
Acsbg1	0.0881192170472493
Acsf2	0.0389114450115899
Acsf3	0.262187646450363
Acsl1	0.23605001619999
Acsl3	0.236811027179368
Acsl4	0.129300573967101
Acsl5	0.0825557478011705
Acsl6	0.0234877748779692
Acss1	0.147922988963624
Acss2	0.0784510678612103
Acss3	0.140270147498587
Acta1	0.0703604863780511
Acta2	0.0611136573589652
Actb	0.00596963533308426
Actg1	0.188870363131231
Actl6a	0.0848004692385436
Actl6b	0.11017444535275
Actn1	0.304803042762079
Actn2	0.136769549769496
Actn3	0.366513128242592
Actn4	0.215368927224755
Actr10	0.0558825339409585
Actr1a	0.0289936947633258
Actr1b	0.0809239701150322
Actr2	0.00676714852384919
Actr3	0.0311907049044686
Actr3b	0.254477220255453
Actr5	0.060285103262073
Actr6	0.118891500142723
Actr8	0.0416218608199816
Actrt3	0.24525347635968
Acvr1	0.149147526414767
Acvr1b	0.232351061279572
Acvr1c	0.281422451332239
Acvr2a	0.0261224624104752
Acvr2b	0.127296541770983
Acvrl1	0.155609589255139
Acy1	0.0771879244394733
Acy3	0.003154891213767
Acyp1	0.159065210031148
Acyp2	0.0123745484791509
Ada	0.409078752098403
Adal	0.245496136472947
Adam10	0.0124647895249845
Adam11	0.217349965127897
Adam12	0.0359774497113516
Adam15	0.059342996996226
Adam17	0.152987010996672
Adam18	0.310681905840007
